ID,Review
210,"For Prevention of Cardiovascular Disease 							""Doctor put me on a 20mg dosage because I have diabetes 2. He said that my numbers are not that high but to prevent a heart attack. I been taking them for three days and I'm feeling depressed my legs feel heavy the back of my neck is killing me . I wake up with my left hand numb. I really don't know what should I do."""
356,"Lipitor (atorvastatin) for High Cholesterol 							""This medicine did a number on my legs.  Had numbness, the legs felt like led, wobbly.  I had been a mail carrier and walked 10-11 miles and day, retired but continued to walk 4-5 miles a day besides being very active with DIY projects and part time job.  Took Lipitor earlier this year.  It got the numbers down, but I had 3 ER visits in one week and spent the night in the hospital because my legs were acting up and it scared me and my heart did weird things.  Lot of stress for me and my family.  We have good insurance, but this will still probably be around $2000.  I would not recommend Lipitor to anyone-there are other cholesterol meds out there."""
19,"Lipitor (atorvastatin) for High Cholesterol 							""Horrible drug! Was taking 40mg once a day. Side effects were just terrible. Headaches, nauseous, dizzy,  spacey, and just felt terrible overall. After a few months I decided to cut my dose in half. The next morning still has some side effects but not near as bad as the prescribed dose I was on."""
222,"For High Cholesterol 							""I was prescribed statins. Side effects were many of those listed here by other users so I stopped taking them. I can, with 80 percent confidence say within 5 years statins will be banned or have the famous black label warning box."""
14,"For High Cholesterol 							""My cardiologist finally talked me into taking this poison after 5 years of trying. Took it for a month. The first week I had severe cramping of my hamstrings. The second week foot, ankle, and knee pain. Fourth week all the previous symptoms with myopathy, back pain ,and gout flare ups. Stopped taking the poison(feel stupid I waited so long to do it). I had to walk with crutches for a week and after weeks still having trouble. I read an article that said 1 in 4 Americans take statins. However because the “normal” cholesterol numbers are being lowered which means more people will be diagnosed with high cholesterol that statistic is going to change to 1 in 2 Americans. If I would have continued to take the poison it probably would have helped To prevent me from having a heart attack or stroke. What good does that do me if I have a terrible quality of life by being crippled and miserable. """
355,"For High Cholesterol 							""I was started on this on a Tuesday and stopped taking it by Friday. I was only prescribed 10 mg a day. The first day I started feeling nauseated all day and was unable to eat. I started getting headaches and was so sleepy I could barely keep my eyes open. I stopped taking it and still have muscle cramps and pains. I emailed my doctor. Never in my life have I had high cholesterol. Its only a little above 200. But my doctor seems super worried, so tried me on a statin. I do not recommend statins to anyone. This was SUCH an awful experience"""
172,"For High Cholesterol 							""My husband has had high cholesterol for about 15 years tried to take Simvastatin but had bad side effects ... he is 64 and in quite good health he takes garlic. plant sterols and lecithin in his diet but now Dr wants him to try Artovastatin he really doesn't want to but I think maybe he should try it out"""
53,"For High Cholesterol 							""GAS!!  Bloating for several hours and sometimes into next day after taking 20 mg. with water at night."""
112,"For High Cholesterol 							""Filled prescription on 6/3/22. Today is 6/23/22. Pain in my hamstrings and glutes. Scratchy throat. Pain in my hands and numbness/weakness in legs. I stopped taking it after a few weeks. My doctor first prescribed Atorvastatin which I believe I was worse. They told me Crestor (Rosu) is another option. Same poison different name. I'd rather have borderline high cholesterol than take this stuff and feel horrible and basically injured. Depression, panicky and uncertain of why you feel so bad until you realize its statins. Also my memory and ability to think is impaired. IT takes some time to rid your body of these symptoms. Maybe some people love it but I do not recommend it I am done with Statins."""
359,"Lipitor (atorvastatin) for High Cholesterol 							""I was prescribed 40 mgs of Lipitor for Heart Disease. I was on it for 9 months. It did lower my cholesterol, but had a lot of undesired bad side effects! Right away I noticed Memory problems, forgetfulness, confusion and was just fog headed. Then of course I experienced the usual muscle pain. I also noticed being angry for no apparent reason. I talked to my Cardio and he took me off of it."""
271,"For High Cholesterol 							""Felt I was having a heart attack but without the chest pain. Every muscle in my body seemed to go into rigidity and I could not move. Heavy sweating. Severe pain in muscles and joints. Difficulty breathing that turned into wheezing and gasping for breath. Panic. Dizziness."
57,"For High Cholesterol 							""Many horrible side effects made taking it impossible."""
196,"For High Cholesterol 							""My doctor recently put me on Lorstat 10 (10mg) because my triglyceride levels were high, but overall ratings were good. I thought I was doing fine on them, but have been drinking a lot more water & going to the toilet for wee's a lot more, waking in the middle of the night & not being able to get back to sleep quickly, had also been suffering a runny nose for no reason & sometimes sore throat & then the last couple of weeks it feels like I have something stuck in my throat (the feeling of having a tablet or something stuck). After doing some research, I have since found out that these can all be side effects of atorvastatins...I took my last tablet 3 days ago. My runny nose etc has gotten a lot better, I still have the sensation of something being stuck in my throat...Has anyone else had this & how long did it take to go away? I'm going to make an appointment with my son's dietitian to help lower my cholesterol..."""
20,"For High Cholesterol 							""I was put on atorvastatin as a middle age male with a history of moderate hypertension. I had low cholesterol and lower good cholesterol but was put on it. Over a few years my blood sugar climbed to the point of being diagnosed as diabetic. Prior to starting taking atorvastatin I had very low blood sugar.  The company's website tells you it will make your blood sugar rise but not make you a diabetic. I also had leg pain and cramping along with weight gain. I ended up with a rise in weight , cholesterol, blood sugar and then a heart attack. After convincing a new Dr.  I was having issues with it I was taken off of it . My blood sugar has dropped out of the diabetic range, my cholesterol has dropped, my leg issues have subsided.I have lost weight.  Thank you for listening Dr."""
262,"For High Cholesterol 							""Went on atorvastatin because I had a fully blocked vertebral artery in the back of my neck and a partially blocked vertebral artery that required a stent. Within three days, I started getting a flushing of the skin of face and neck. Then the muscle soreness kicked in along with stiffness in other muscles. This gradually increased into neck muscles and finger muscles. I also developed weakness in all extremities. I was also in a fog at times and it was difficult to concentrate at work. I also had trouble focusing my vision. All of this happened over the six weeks that I was taking the drug. Have to be on something to lower cholesterol until stent is placed so doctor put me on another statin. However, I believe in quality of life over quantity of life so if the new statin continues like the old one, I will stop taking them and switch to berberine, which the scientific studies I have seen show to be just as effective at reducing cholesterol. My doctor is okay with this plan."""
338,"Lipitor (atorvastatin) for High Cholesterol 							""In the past year I have experienced four occasions of hyperlipidemia, rhabdomylosis, and acute renal failure. All four times I woke up in ICU  and had a lengthy stay in the hospital. I am still taking atorvastin, have muscle aches and pains, with weakness, joint pain and stiffness, and restless legs, with no control of movement. I am miserable most of the time. Recently my doctor stopped the lipitor for the next six weeks to see what changes may happen."""
93,"Lipitor (atorvastatin) for High Cholesterol 							""I have been taking Lipitor for 8 years now with no problems whatsoever."""
181,"For High Cholesterol, Familial Heterozygous 							""I was put on avorastatin for high cholesterol (300) genetic history.  I asked no questions.  Always accept that side effects are a given and diminish as my body adjusts.  Started to feel muscle aches in hips, shoulders, thighs. My knees ached.  I’m a runner and I felt horrible during and after runs.  I had no idea why this was occurring.  It dawned on me that these symptoms started when I went on the statin. Come to find out these are common side effects.  It’s like I have the flu constantly.  So my advice is don’t take this drug.  Sorry. I wish I could offer a positive story."""
212,"Lipitor (atorvastatin) for High Cholesterol 							""This is some crazy stuff. Two weeks into taking Lipitor I woke up with  huge red spots in the bends of my arm. It actually looked like eczema and I have never had eczema. I had a stiff neck and I had rashes on both my forearms and on the front of my legs. Eye lids were droopy and the dry skin was horrible. My legs and arms were so dry and flakey. And stopped taking it as soon as I read the reviews..Rashes are clearing up after a week off Lipitor. This was horrible allergic reaction.."""
162,"Lipitor (atorvastatin) for High Cholesterol 							""I began taking atorvastatin after cardiac bypass surgery. 4 arteries 75%+ blocked. Starting at 40mg my LDL cholesterol level dropped dramatically, and my HDL climbed slightly. Had some issues with muscle cramping especially in legs, so Dr. cut dosage to 20 mg. after 6 months on lower dosage my HDL is 58,  LDL is 42, triglyceride is 56, total cholesterol 106. Cardiac doc says these are great #s, and muscle problems are minimal, with no other side effects. Heart surgery is no fun at all, do what you can to avoid it."""
189,"For High Cholesterol 							""I had a TIA, put on statin age 72, after about 7 months on Atorvastatin 40 mg daily very unpleasant pains etc upper right arm etc. I stopped taking drug, then a different doctor at the practice who was very persuasive and I agreed to go back on statin, however my own experience and dare I say common sense, prevailed and I have NOT gone back on the statin !  5 weeks  after having stopped the statin the upper arm pain is substantially diminished -- not gone completely yet.  Now with a bit of pain I can get my right hand in my right hand trouser hip pocket ! Impossible because of pain 5 weeks ago.Getting slowly better --I will never take statin again. Maybe the wrong statin but who knows? I am not convinced. Are we all just guinea pigs ?  average weight, ex sportsman"""
281,"For High Cholesterol 							""At age 48 and good health, I took Atorvastatin/10mg for 1 year without symptoms.  It lowered my bad cholesterol.  Near the 1st year, I began experiencing significant/unusual leg weakness and knee pain when standing from a kneeling position.  It got to the point that I always needed to brace myself on the sofa or coffee table when getting up after playing with my dog or toddler son.  Rising from my desk required a push on the desk top.  Then weakness and pain to my finger/shoulder joints and a ""forgetfulness.""  Overall, I felt ""Rickety.""  My MD said to stay on it.  I decided otherwise and went off cold turkey one day.  I've been off 2 years and I feel normal again, except for residual and reduced effect on my shoulder and hands."""
103,"Lipitor (atorvastatin) for High Cholesterol 							""Severe muscle pain, and skin pain couldn’t stand my bra touching my skin, my Dr. took me off of it, she said I should have let her know sooner she would have changed it."""
22,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""I was put on Lipitor after a mild heart-attack and stent placement. A short time after starting the script, my hands started hurting daily. They woke me up at night. Then the pain spread through out my body . It got so bad I could not push up off a chair or bed. Nothing helped. It was nerve and muscle pain. Took it for a year before the doctor finally heard me and took me off Lipitor to see if that was the cause. Within days the pain started letting up . Now 4 months later I’m back to normal. The pain was so bad I  thought I was terminal and felt that way to the point of writing out a will . Not everyone has this reaction . But pay attention if you start taking it and then have body pain. It can be dangerous.  I don’t know what long term effect may show up later from it. Now my hands still hurt daily from it . But less than when I was on the pill."""
357,"Lipitor (atorvastatin) for High Cholesterol 							""I was placed on Lipitor 10 mg after trying all of the other cholesterol reducing drugs.  Developed after three days, very stiff neck and overall muscle soreness.  Doctor ordered a CPK test and my levels are off.  She discontinued me on this medication.  Must not be for everyone.  Will continue with my diet and exercise.  My cholesterol must be hereditary since I follow Weight Watchers, have lost weight and I exercise daily."""
282,"For High Cholesterol 							""Had by pass surgery, six of them, and was put on an 80MG dose of atorvastatin. Before surgery my LDL was 114, total was 214, HDL was 82 and triglyceride was 88. After one week on an 80 mg dose my values were 73, 166, 80 and 65. I was pleased and no side effects. Then after 5 months I began getting itching on my back and arms that drove me batty. My memory seemed to be suffering. The final straw was a complete loss of strength in my left leg, near the calf muscle. I could not even walk up my stairs. I immediately stopped taking atorvastatin and within two days the muscle returned to normal and the itching got way less severe. Memory also improved. I am 77 years old and have always been a runner so am in very good shape."""
132,"For High Cholesterol 							""After twelve years of my Doctor insisting that I take something for my high cholesterol, I finally agreed to take Atorvastatin. I took it for a month and a half, but started getting red blotches on my skin.  These hives appeared everywhere on my body. The itch was horrendous.  I didn't see the correlation between the drug and the blotches until my wife googled my condition.  I was having an allergic reaction to the Atorvastatin. It was  CIU (Chronic Idiopathic Urticaria). A ""living nightmare"" I was experiencing! My wife advised me to get off of it and for one week, no problems. But my Doctor advised against it. Got back on it and the hives came back with a vengeance. Hopefully, this drug will soon be exorcised from my body (metaphorically speaking of course), and I will be able to get back to some sort of normalcy? People, be careful if you take this drug! It effects different people in different ways. You might roll the dice and get a seven, or conversely, roll and get snake eyes!"""
166,"For High Cholesterol 							""I can only speak for 6 days as atorvastatin  is the 1st statin I have taken.  My Dr. prescribed the 40 mg pill to lower my cholesterol.  So far no side effects, other then that my dreams at night are move vivid, but I still am sleeping pretty well."""
128,"For High Cholesterol 							""Horrible medication."
239,"For High Cholesterol 							""My Dr has me on Atorvastatin 80 mgs.  I did not see one person here with a dosage this high.  I am miserable.  My stomach rumbles all day and night.  I have uncontrollable gas all day and night.  I am afraid to have company or to go out because I cannot hold this gas.  My legs and back hurt and my memory is pitiful.  I did not know that Atorvastatin was Lipitor.  I do know that I was prescribed Lipitor 20 years ago and got very sick.  I will be asking my Dr to change this medication.  I am done."""
79,"Lipitor (atorvastatin) for High Cholesterol 							""Works very well."""
284,"Lipitor (atorvastatin) for High Cholesterol 							""I am an otherwise healthy 23 year old female. My new doctor ran a battery of blood tests and discovered my total cholesterol was 272! Started me on 20mg lipitor which brought it down to 202 after 2 months. Dosage was increased to 80mg since I have experienced no side effects. It is now at 142 after 4 months in total. Doctor is considering adding something else to get it down a bit more in 2 more months."""
